Basin,CycloneNum,DateTime,Status,ForecastHour,Latitude,Longitude,MaxWind_kt,MinPressure_mb,StormType,RadIndicator,Rad34_NE,Rad34_SE,Rad34_SW,Rad34_NW,Rad50_NE,Rad50_SE,Rad50_SW,Rad50_NW,Rad64_NE,Rad64_SE,Rad64_SW,Rad64_NW,Roci_nm,Rmax_nm,EyeDia_nm,Subregion,MaxGust_kt,EyeScore,Subtropical,StormName,PostStormType,MaxWindRadius_nm,StormSpeed_kt,StormDirection_deg
AL,6,2018-09-05 06:00:00, BEST,0,21.1,-44.3,95,968, HU,34, NEQ,90,80,50,90,1010,150.0,15.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,150.0, genesis-num,19
AL,6,2018-09-05 06:00:00, BEST,0,21.1,-44.3,95,968, HU,50, NEQ,40,30,20,40,1010,150.0,15.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,150.0, genesis-num,19
AL,6,2018-09-05 06:00:00, BEST,0,21.1,-44.3,95,968, HU,64, NEQ,15,15,10,15,1010,150.0,15.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,150.0, genesis-num,19
AL,6,2018-09-05 12:00:00, BEST,0,21.7,-45.2,105,960, HU,34, NEQ,90,80,50,90,1010,150.0,10.0,130.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,150.0, genesis-num,19
AL,6,2018-09-05 12:00:00, BEST,0,21.7,-45.2,105,960, HU,50, NEQ,50,30,20,50,1010,150.0,10.0,130.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,150.0, genesis-num,19
AL,6,2018-09-05 12:00:00, BEST,0,21.7,-45.2,105,960, HU,64, NEQ,20,15,10,20,1010,150.0,10.0,130.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,150.0, genesis-num,19
AL,6,2018-09-05 18:00:00, BEST,0,22.4,-46.2,115,950, HU,34, NEQ,90,90,50,90,1010,150.0,5.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-05 18:00:00, BEST,0,22.4,-46.2,115,950, HU,50, NEQ,50,30,20,50,1010,150.0,5.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-05 18:00:00, BEST,0,22.4,-46.2,115,950, HU,64, NEQ,20,15,10,20,1010,150.0,5.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 00:00:00, BEST,0,23.1,-46.9,115,950, HU,34, NEQ,90,90,50,90,1010,150.0,5.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 00:00:00, BEST,0,23.1,-46.9,115,950, HU,50, NEQ,50,30,20,50,1010,150.0,5.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 00:00:00, BEST,0,23.1,-46.9,115,950, HU,64, NEQ,20,15,10,20,1010,150.0,5.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 06:00:00, BEST,0,23.8,-47.6,105,958, HU,34, NEQ,90,90,50,90,1010,150.0,10.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 06:00:00, BEST,0,23.8,-47.6,105,958, HU,50, NEQ,50,30,20,50,1010,150.0,10.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 06:00:00, BEST,0,23.8,-47.6,105,958, HU,64, NEQ,20,15,10,20,1010,150.0,10.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 12:00:00, BEST,0,24.4,-48.2,90,970, HU,34, NEQ,90,90,50,90,1010,160.0,15.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 12:00:00, BEST,0,24.4,-48.2,90,970, HU,50, NEQ,50,30,20,40,1010,160.0,15.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 12:00:00, BEST,0,24.4,-48.2,90,970, HU,64, NEQ,15,15,10,15,1010,160.0,15.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,120.0,120.0,180.0, genesis-num,19
AL,6,2018-09-06 18:00:00, BEST,0,24.8,-49.0,75,980, HU,34, NEQ,90,80,40,90,1010,160.0,15.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-06 18:00:00, BEST,0,24.8,-49.0,75,980, HU,50, NEQ,50,30,20,40,1010,160.0,15.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-06 18:00:00, BEST,0,24.8,-49.0,75,980, HU,64, NEQ,15,15,0,15,1010,160.0,15.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-07 00:00:00, BEST,0,25.0,-49.6,60,990, TS,34, NEQ,100,70,40,90,1010,170.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,150.0,240.0, genesis-num,19
AL,6,2018-09-07 00:00:00, BEST,0,25.0,-49.6,60,990, TS,50, NEQ,40,30,20,40,1010,170.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,120.0,150.0,240.0, genesis-num,19
AL,6,2018-09-07 06:00:00, BEST,0,25.0,-50.3,55,992, TS,34, NEQ,100,70,40,100,1010,170.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, M,12, NEQ,180.0,120.0,150.0,210.0, genesis-num,19
AL,6,2018-09-07 06:00:00, BEST,0,25.0,-50.3,55,992, TS,50, NEQ,40,20,0,40,1010,170.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, M,12, NEQ,180.0,120.0,150.0,210.0, genesis-num,19
AL,6,2018-09-07 12:00:00, BEST,0,24.9,-51.1,55,993, TS,34, NEQ,100,70,40,100,1010,170.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, M,12, NEQ,180.0,120.0,150.0,210.0, genesis-num,19
AL,6,2018-09-07 12:00:00, BEST,0,24.9,-51.1,55,993, TS,50, NEQ,40,20,0,40,1010,170.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, M,12, NEQ,180.0,120.0,150.0,210.0, genesis-num,19
AL,6,2018-09-07 18:00:00, BEST,0,24.8,-52.0,55,993, TS,34, NEQ,100,70,40,100,1010,180.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, M,12, NEQ,180.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-07 18:00:00, BEST,0,24.8,-52.0,55,993, TS,50, NEQ,30,20,0,30,1010,180.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, M,12, NEQ,180.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-08 00:00:00, BEST,0,24.7,-52.9,55,993, TS,34, NEQ,100,70,40,100,1010,180.0,20.0,60.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,210.0, genesis-num,19
AL,6,2018-09-08 00:00:00, BEST,0,24.7,-52.9,55,993, TS,50, NEQ,30,20,0,30,1010,180.0,20.0,60.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,210.0, genesis-num,19
AL,6,2018-09-08 06:00:00, BEST,0,24.6,-53.6,55,993, TS,34, NEQ,100,70,40,100,1010,180.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,210.0, genesis-num,19
AL,6,2018-09-08 06:00:00, BEST,0,24.6,-53.6,55,993, TS,50, NEQ,30,20,0,30,1010,180.0,20.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,210.0, genesis-num,19
AL,6,2018-09-08 12:00:00, BEST,0,24.6,-54.1,55,992, TS,34, NEQ,100,70,40,100,1010,190.0,15.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-08 12:00:00, BEST,0,24.6,-54.1,55,992, TS,50, NEQ,30,20,0,30,1010,190.0,15.0,65.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-08 18:00:00, BEST,0,24.6,-54.5,60,989, TS,34, NEQ,100,80,40,100,1010,190.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-08 18:00:00, BEST,0,24.6,-54.5,60,989, TS,50, NEQ,30,20,10,30,1010,190.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 00:00:00, BEST,0,24.5,-55.0,60,989, TS,34, NEQ,100,80,50,100,1010,180.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 00:00:00, BEST,0,24.5,-55.0,60,989, TS,50, NEQ,30,20,15,30,1010,180.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 06:00:00, BEST,0,24.4,-55.5,60,988, TS,34, NEQ,100,90,50,100,1010,180.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 06:00:00, BEST,0,24.4,-55.5,60,988, TS,50, NEQ,30,20,15,30,1010,180.0,15.0,75.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 12:00:00, BEST,0,24.4,-56.1,65,984, HU,34, NEQ,100,90,50,100,1010,180.0,10.0,80.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-09 12:00:00, BEST,0,24.4,-56.1,65,984, HU,50, NEQ,40,30,20,40,1010,180.0,10.0,80.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-09 12:00:00, BEST,0,24.4,-56.1,65,984, HU,64, NEQ,10,0,0,0,1010,180.0,10.0,80.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-09 18:00:00, BEST,0,24.4,-56.7,70,979, HU,34, NEQ,110,100,50,110,1010,180.0,10.0,85.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 18:00:00, BEST,0,24.4,-56.7,70,979, HU,50, NEQ,40,30,20,40,1010,180.0,10.0,85.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-09 18:00:00, BEST,0,24.4,-56.7,70,979, HU,64, NEQ,15,10,10,15,1010,180.0,10.0,85.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 00:00:00, BEST,0,24.5,-57.3,80,973, HU,34, NEQ,110,100,60,110,1010,190.0,10.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 00:00:00, BEST,0,24.5,-57.3,80,973, HU,50, NEQ,40,30,20,40,1010,190.0,10.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 00:00:00, BEST,0,24.5,-57.3,80,973, HU,64, NEQ,20,15,10,20,1010,190.0,10.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 06:00:00, BEST,0,24.7,-58.4,90,967, HU,34, NEQ,110,110,60,110,1010,190.0,5.0,105.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 06:00:00, BEST,0,24.7,-58.4,90,967, HU,50, NEQ,40,30,20,40,1010,190.0,5.0,105.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 06:00:00, BEST,0,24.7,-58.4,90,967, HU,64, NEQ,20,15,10,20,1010,190.0,5.0,105.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,150.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 12:00:00, BEST,0,24.9,-59.5,105,954, HU,34, NEQ,120,110,70,120,1010,190.0,5.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 12:00:00, BEST,0,24.9,-59.5,105,954, HU,50, NEQ,50,40,30,50,1010,190.0,5.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 12:00:00, BEST,0,24.9,-59.5,105,954, HU,64, NEQ,25,20,15,25,1010,190.0,5.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,180.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 18:00:00, BEST,0,25.2,-60.6,120,940, HU,34, NEQ,120,120,80,120,1010,190.0,5.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 18:00:00, BEST,0,25.2,-60.6,120,940, HU,50, NEQ,60,50,40,60,1010,190.0,5.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-10 18:00:00, BEST,0,25.2,-60.6,120,940, HU,64, NEQ,30,25,20,30,1010,190.0,5.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,210.0,90.0,120.0,180.0, genesis-num,19
AL,6,2018-09-11 00:00:00, BEST,0,25.6,-61.8,115,944, HU,34, NEQ,130,130,90,130,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,90.0,210.0, genesis-num,19
AL,6,2018-09-11 00:00:00, BEST,0,25.6,-61.8,115,944, HU,50, NEQ,60,60,50,60,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,90.0,210.0, genesis-num,19
AL,6,2018-09-11 00:00:00, BEST,0,25.6,-61.8,115,944, HU,64, NEQ,35,30,25,35,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,90.0,210.0, genesis-num,19
AL,6,2018-09-11 06:00:00, BEST,0,26.0,-63.2,115,950, HU,34, NEQ,130,130,90,140,1010,200.0,15.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,90.0,180.0, genesis-num,19
AL,6,2018-09-11 06:00:00, BEST,0,26.0,-63.2,115,950, HU,50, NEQ,60,60,50,60,1010,200.0,15.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,90.0,180.0, genesis-num,19
AL,6,2018-09-11 06:00:00, BEST,0,26.0,-63.2,115,950, HU,64, NEQ,35,30,25,35,1010,200.0,15.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,90.0,180.0, genesis-num,19
AL,6,2018-09-11 12:00:00, BEST,0,26.5,-64.7,125,947, HU,34, NEQ,140,130,90,120,1010,200.0,15.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,120.0,180.0, genesis-num,19
AL,6,2018-09-11 12:00:00, BEST,0,26.5,-64.7,125,947, HU,50, NEQ,70,60,50,70,1010,200.0,15.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,120.0,180.0, genesis-num,19
AL,6,2018-09-11 12:00:00, BEST,0,26.5,-64.7,125,947, HU,64, NEQ,40,35,35,40,1010,200.0,15.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,120.0,180.0, genesis-num,19
AL,6,2018-09-11 18:00:00, BEST,0,27.2,-66.4,130,937, HU,34, NEQ,150,130,100,140,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,180.0,210.0, genesis-num,19
AL,6,2018-09-11 18:00:00, BEST,0,27.2,-66.4,130,937, HU,50, NEQ,80,60,50,70,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,180.0,210.0, genesis-num,19
AL,6,2018-09-11 18:00:00, BEST,0,27.2,-66.4,130,937, HU,64, NEQ,50,40,40,45,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 00:00:00, BEST,0,27.9,-68.1,120,943, HU,34, NEQ,150,130,100,140,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 00:00:00, BEST,0,27.9,-68.1,120,943, HU,50, NEQ,80,60,50,70,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 00:00:00, BEST,0,27.9,-68.1,120,943, HU,64, NEQ,50,45,40,45,1010,200.0,10.0,145.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 06:00:00, BEST,0,28.7,-69.5,115,945, HU,34, NEQ,150,140,110,140,1010,200.0,15.0,140.0,20.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,270.0,180.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 06:00:00, BEST,0,28.7,-69.5,115,945, HU,50, NEQ,80,65,60,70,1010,200.0,15.0,140.0,20.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,270.0,180.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 06:00:00, BEST,0,28.7,-69.5,115,945, HU,64, NEQ,60,50,40,50,1010,200.0,15.0,140.0,20.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,270.0,180.0,180.0,210.0, genesis-num,19
AL,6,2018-09-12 12:00:00, BEST,0,29.4,-70.7,115,945, HU,34, NEQ,150,140,110,130,1010,200.0,15.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,180.0,180.0, genesis-num,19
AL,6,2018-09-12 12:00:00, BEST,0,29.4,-70.7,115,945, HU,50, NEQ,90,80,60,70,1010,200.0,15.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,180.0,180.0, genesis-num,19
AL,6,2018-09-12 12:00:00, BEST,0,29.4,-70.7,115,945, HU,64, NEQ,60,60,40,50,1010,200.0,15.0,140.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,240.0,150.0,180.0,180.0, genesis-num,19
AL,6,2018-09-12 18:00:00, BEST,0,30.4,-71.9,110,949, HU,34, NEQ,170,140,110,140,1010,200.0,15.0,135.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,210.0,270.0, genesis-num,19
AL,6,2018-09-12 18:00:00, BEST,0,30.4,-71.9,110,949, HU,50, NEQ,90,80,60,70,1010,200.0,15.0,135.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,210.0,270.0, genesis-num,19
AL,6,2018-09-12 18:00:00, BEST,0,30.4,-71.9,110,949, HU,64, NEQ,60,60,40,50,1010,200.0,15.0,135.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,210.0,210.0,270.0, genesis-num,19
AL,6,2018-09-13 00:00:00, BEST,0,31.5,-73.2,105,955, HU,34, NEQ,170,140,110,140,1010,200.0,20.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,240.0,240.0,270.0, genesis-num,19
AL,6,2018-09-13 00:00:00, BEST,0,31.5,-73.2,105,955, HU,50, NEQ,110,80,70,80,1010,200.0,20.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,240.0,240.0,270.0, genesis-num,19
AL,6,2018-09-13 00:00:00, BEST,0,31.5,-73.2,105,955, HU,64, NEQ,70,60,50,60,1010,200.0,20.0,120.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,300.0,240.0,240.0,270.0, genesis-num,19
AL,6,2018-09-13 06:00:00, BEST,0,32.4,-74.2,100,955, HU,34, NEQ,170,150,110,140,1010,200.0,20.0,115.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,330.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 06:00:00, BEST,0,32.4,-74.2,100,955, HU,50, NEQ,100,90,70,80,1010,200.0,20.0,115.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,330.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 06:00:00, BEST,0,32.4,-74.2,100,955, HU,64, NEQ,70,60,50,60,1010,200.0,20.0,115.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,330.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 12:00:00, BEST,0,33.1,-75.1,95,954, HU,34, NEQ,170,150,120,140,1011,200.0,20.0,115.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,330.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 12:00:00, BEST,0,33.1,-75.1,95,954, HU,50, NEQ,100,90,80,80,1011,200.0,20.0,115.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,330.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 12:00:00, BEST,0,33.1,-75.1,95,954, HU,64, NEQ,70,60,50,60,1011,200.0,20.0,115.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,330.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 18:00:00, BEST,0,33.6,-76.0,90,953, HU,34, NEQ,170,150,120,140,1011,200.0,20.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,400.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 18:00:00, BEST,0,33.6,-76.0,90,953, HU,50, NEQ,100,90,80,80,1011,200.0,20.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,400.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-13 18:00:00, BEST,0,33.6,-76.0,90,953, HU,64, NEQ,70,60,50,60,1011,200.0,20.0,110.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,400.0,240.0,240.0,300.0, genesis-num,19
AL,6,2018-09-14 00:00:00, BEST,0,34.0,-76.5,90,952, HU,34, NEQ,170,150,130,100,1012,200.0,20.0,105.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,400.0,200.0,180.0,90.0, genesis-num,19
AL,6,2018-09-14 00:00:00, BEST,0,34.0,-76.5,90,952, HU,50, NEQ,100,80,80,70,1012,200.0,20.0,105.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,400.0,200.0,180.0,90.0, genesis-num,19
AL,6,2018-09-14 00:00:00, BEST,0,34.0,-76.5,90,952, HU,64, NEQ,70,60,50,50,1012,200.0,20.0,105.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,400.0,200.0,180.0,90.0, genesis-num,19
AL,6,2018-09-14 06:00:00, BEST,0,34.2,-77.2,85,952, HU,34, NEQ,170,150,130,100,1012,200.0,20.0,100.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,360.0,300.0,240.0,50.0, genesis-num,19
AL,6,2018-09-14 06:00:00, BEST,0,34.2,-77.2,85,952, HU,50, NEQ,100,80,80,70,1012,200.0,20.0,100.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,360.0,300.0,240.0,50.0, genesis-num,19
AL,6,2018-09-14 06:00:00, BEST,0,34.2,-77.2,85,952, HU,64, NEQ,70,60,60,50,1012,200.0,20.0,100.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,360.0,300.0,240.0,50.0, genesis-num,19
AL,6,2018-09-14 11:00:00, BEST,0,34.2,-77.8,80,956, HU,34, NEQ,170,150,140,90,1012,200.0,25.0,0.0,0.0,    ,0.0,0.0,0.0,   FLORENCE,  ,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-14 11:00:00, BEST,0,34.2,-77.8,80,956, HU,50, NEQ,100,80,80,60,1012,200.0,25.0,0.0,0.0,    ,0.0,0.0,0.0,   FLORENCE,  ,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-14 11:00:00, BEST,0,34.2,-77.8,80,956, HU,64, NEQ,70,60,60,40,1012,200.0,25.0,0.0,0.0,    ,0.0,0.0,0.0,   FLORENCE,  ,0,    ,0.0,0.0,0.0,0.0, genesis-num,19
AL,6,2018-09-14 12:00:00, BEST,0,34.1,-77.9,80,957, HU,34, NEQ,170,150,140,80,1012,200.0,25.0,90.0,0.0,   L,0.0,0.0,0.0,   FLORENCE, D,12, NEQ,360.0,300.0,240.0,50.0, genesis-num,19
